system_config_id,core_config_id,bandwidth_variant_id,validator_count,node_degree,bandwidth,block_creation_interval,max_block_size
1304,131,4,979,6,14.6,304275,4165351
1305,131,5,979,6,20.9,304275,4165351
1306,131,6,979,6,29.9,304275,4165351
1307,131,7,979,6,42.7,304275,4165351
1308,131,8,979,6,61.0,304275,4165351
1309,131,9,979,6,87.4,304275,4165351
1310,131,10,979,6,125.0,304275,4165351
1311,132,1,935,6,5.0,987351,6964607
1312,132,2,935,6,7.1,987351,6964607
1313,132,3,935,6,10.2,987351,6964607
1314,132,4,935,6,14.6,987351,6964607
1315,132,5,935,6,20.9,987351,6964607
1316,132,6,935,6,29.9,987351,6964607
1317,132,7,935,6,42.7,987351,6964607
1318,132,8,935,6,61.0,987351,6964607
1319,132,9,935,6,87.4,987351,6964607
1320,132,10,935,6,125.0,987351,6964607
1321,133,1,206,4,5.0,1093404,5572130
1322,133,2,206,4,7.1,1093404,5572130
1323,133,3,206,4,10.2,1093404,5572130
1324,133,4,206,4,14.6,1093404,5572130
1325,133,5,206,4,20.9,1093404,5572130
1326,133,6,206,4,29.9,1093404,5572130
1327,133,7,206,4,42.7,1093404,5572130
1328,133,8,206,4,61.0,1093404,5572130
1329,133,9,206,4,87.4,1093404,5572130
1330,133,10,206,4,125.0,1093404,5572130
1331,134,1,851,6,5.0,1020414,460080
1332,134,2,851,6,7.1,1020414,460080
1333,134,3,851,6,10.2,1020414,460080
1334,134,4,851,6,14.6,1020414,460080
1335,134,5,851,6,20.9,1020414,460080
1336,134,6,851,6,29.9,1020414,460080
1337,134,7,851,6,42.7,1020414,460080
1338,134,8,851,6,61.0,1020414,460080
1339,134,9,851,6,87.4,1020414,460080
1340,134,10,851,6,125.0,1020414,460080
1341,135,1,923,7,5.0,804969,6362730
1342,135,2,923,7,7.1,804969,6362730
1343,135,3,923,7,10.2,804969,6362730
1344,135,4,923,7,14.6,804969,6362730
1345,135,5,923,7,20.9,804969,6362730
1346,135,6,923,7,29.9,804969,6362730
1347,135,7,923,7,42.7,804969,6362730
1348,135,8,923,7,61.0,804969,6362730
1349,135,9,923,7,87.4,804969,6362730
1350,135,10,923,7,125.0,804969,6362730
1351,136,1,242,7,5.0,793672,2274167
1352,136,2,242,7,7.1,793672,2274167
1353,136,3,242,7,10.2,793672,2274167
1354,136,4,242,7,14.6,793672,2274167
1355,136,5,242,7,20.9,793672,2274167
1356,136,6,242,7,29.9,793672,2274167
1357,136,7,242,7,42.7,793672,2274167
1358,136,8,242,7,61.0,793672,2274167
1359,136,9,242,7,87.4,793672,2274167
1360,136,10,242,7,125.0,793672,2274167
1361,137,1,344,2,5.0,1046106,3685562
1362,137,2,344,2,7.1,1046106,3685562
1363,137,3,344,2,10.2,1046106,3685562
1364,137,4,344,2,14.6,1046106,3685562
1365,137,5,344,2,20.9,1046106,3685562
1366,137,6,344,2,29.9,1046106,3685562
1367,137,7,344,2,42.7,1046106,3685562
1368,137,8,344,2,61.0,1046106,3685562
1369,137,9,344,2,87.4,1046106,3685562
1370,137,10,344,2,125.0,1046106,3685562
1371,138,1,158,5,5.0,214456,4769636
1372,138,2,158,5,7.1,214456,4769636
1373,138,3,158,5,10.2,214456,4769636
1374,138,4,158,5,14.6,214456,4769636
1375,138,5,158,5,20.9,214456,4769636
1376,138,6,158,5,29.9,214456,4769636
1377,138,7,158,5,42.7,214456,4769636
1378,138,8,158,5,61.0,214456,4769636
1379,138,9,158,5,87.4,214456,4769636
1380,138,10,158,5,125.0,214456,4769636
1381,139,1,472,7,5.0,294506,3439131
1382,139,2,472,7,7.1,294506,3439131
1383,139,3,472,7,10.2,294506,3439131
1384,139,4,472,7,14.6,294506,3439131
1385,139,5,472,7,20.9,294506,3439131
1386,139,6,472,7,29.9,294506,3439131
1387,139,7,472,7,42.7,294506,3439131
1388,139,8,472,7,61.0,294506,3439131
1389,139,9,472,7,87.4,294506,3439131
1390,139,10,472,7,125.0,294506,3439131
1391,140,1,503,5,5.0,1051958,7084682
1392,140,2,503,5,7.1,1051958,7084682
1393,140,3,503,5,10.2,1051958,7084682
1394,140,4,503,5,14.6,1051958,7084682
1395,140,5,503,5,20.9,1051958,7084682
1396,140,6,503,5,29.9,1051958,7084682
1397,140,7,503,5,42.7,1051958,7084682
1398,140,8,503,5,61.0,1051958,7084682
1399,140,9,503,5,87.4,1051958,7084682
1400,140,10,503,5,125.0,1051958,7084682
1401,141,1,821,5,5.0,1112297,3280514
1402,141,2,821,5,7.1,1112297,3280514
1403,141,3,821,5,10.2,1112297,3280514
1404,141,4,821,5,14.6,1112297,3280514
1405,141,5,821,5,20.9,1112297,3280514
1406,141,6,821,5,29.9,1112297,3280514
1407,141,7,821,5,42.7,1112297,3280514
1408,141,8,821,5,61.0,1112297,3280514
1409,141,9,821,5,87.4,1112297,3280514
1410,141,10,821,5,125.0,1112297,3280514
1411,142,1,110,4,5.0,192223,6823941
1412,142,2,110,4,7.1,192223,6823941
1413,142,3,110,4,10.2,192223,6823941
1414,142,4,110,4,14.6,192223,6823941
1415,142,5,110,4,20.9,192223,6823941
1416,142,6,110,4,29.9,192223,6823941
1417,142,7,110,4,42.7,192223,6823941
1418,142,8,110,4,61.0,192223,6823941
1419,142,9,110,4,87.4,192223,6823941
1420,142,10,110,4,125.0,192223,6823941
1421,143,1,883,5,5.0,823844,1584847
1422,143,2,883,5,7.1,823844,1584847
1423,143,3,883,5,10.2,823844,1584847
1424,143,4,883,5,14.6,823844,1584847
1425,143,5,883,5,20.9,823844,1584847
1426,143,6,883,5,29.9,823844,1584847
1427,143,7,883,5,42.7,823844,1584847
1428,143,8,883,5,61.0,823844,1584847
1429,143,9,883,5,87.4,823844,1584847
1430,143,10,883,5,125.0,823844,1584847
1431,144,1,658,3,5.0,949442,1690806
1432,144,2,658,3,7.1,949442,1690806
1433,144,3,658,3,10.2,949442,1690806
1434,144,4,658,3,14.6,949442,1690806
1435,144,5,658,3,20.9,949442,1690806
1436,144,6,658,3,29.9,949442,1690806
1437,144,7,658,3,42.7,949442,1690806
1438,144,8,658,3,61.0,949442,1690806
1439,144,9,658,3,87.4,949442,1690806
1440,144,10,658,3,125.0,949442,1690806
1441,145,1,723,2,5.0,916560,6727167
1442,145,2,723,2,7.1,916560,6727167
1443,145,3,723,2,10.2,916560,6727167
1444,145,4,723,2,14.6,916560,6727167
1445,145,5,723,2,20.9,916560,6727167
1446,145,6,723,2,29.9,916560,6727167
1447,145,7,723,2,42.7,916560,6727167
1448,145,8,723,2,61.0,916560,6727167
1449,145,9,723,2,87.4,916560,6727167
1450,145,10,723,2,125.0,916560,6727167
1451,146,1,315,7,5.0,1015407,4833322
1452,146,2,315,7,7.1,1015407,4833322
1453,146,3,315,7,10.2,1015407,4833322
1454,146,4,315,7,14.6,1015407,4833322
1455,146,5,315,7,20.9,1015407,4833322
1456,146,6,315,7,29.9,1015407,4833322
1457,146,7,315,7,42.7,1015407,4833322
1458,146,8,315,7,61.0,1015407,4833322
1459,146,9,315,7,87.4,1015407,4833322
1460,146,10,315,7,125.0,1015407,4833322
1461,147,1,829,7,5.0,391716,4154663
1462,147,2,829,7,7.1,391716,4154663
1463,147,3,829,7,10.2,391716,4154663
1464,147,4,829,7,14.6,391716,4154663
1465,147,5,829,7,20.9,391716,4154663
1466,147,6,829,7,29.9,391716,4154663
1467,147,7,829,7,42.7,391716,4154663
1468,147,8,829,7,61.0,391716,4154663
1469,147,9,829,7,87.4,391716,4154663
1470,147,10,829,7,125.0,391716,4154663
1471,148,1,846,5,5.0,502650,6597787
1472,148,2,846,5,7.1,502650,6597787
1473,148,3,846,5,10.2,502650,6597787
1474,148,4,846,5,14.6,502650,6597787
1475,148,5,846,5,20.9,502650,6597787
1476,148,6,846,5,29.9,502650,6597787
1477,148,7,846,5,42.7,502650,6597787
1478,148,8,846,5,61.0,502650,6597787
1479,148,9,846,5,87.4,502650,6597787
1480,148,10,846,5,125.0,502650,6597787
1481,149,1,501,2,5.0,660148,597832
1482,149,2,501,2,7.1,660148,597832
1483,149,3,501,2,10.2,660148,597832
1484,149,4,501,2,14.6,660148,597832
1485,149,5,501,2,20.9,660148,597832
1486,149,6,501,2,29.9,660148,597832
1487,149,7,501,2,42.7,660148,597832
1488,149,8,501,2,61.0,660148,597832
1489,149,9,501,2,87.4,660148,597832
1490,149,10,501,2,125.0,660148,597832
1491,150,1,408,6,5.0,744358,2087706
1492,150,2,408,6,7.1,744358,2087706
1493,150,3,408,6,10.2,744358,2087706
1494,150,4,408,6,14.6,744358,2087706
1495,150,5,408,6,20.9,744358,2087706
1496,150,6,408,6,29.9,744358,2087706
1497,150,7,408,6,42.7,744358,2087706
1498,150,8,408,6,61.0,744358,2087706
1499,150,9,408,6,87.4,744358,2087706
1500,150,10,408,6,125.0,744358,2087706
1501,151,1,372,4,5.0,839325,3193563
1502,151,2,372,4,7.1,839325,3193563
1503,151,3,372,4,10.2,839325,3193563
1504,151,4,372,4,14.6,839325,3193563
1505,151,5,372,4,20.9,839325,3193563
1506,151,6,372,4,29.9,839325,3193563
1507,151,7,372,4,42.7,839325,3193563
1508,151,8,372,4,61.0,839325,3193563
1509,151,9,372,4,87.4,839325,3193563
1510,151,10,372,4,125.0,839325,3193563
1511,152,1,346,7,5.0,100369,480736
1512,152,2,346,7,7.1,100369,480736
1513,152,3,346,7,10.2,100369,480736
1514,152,4,346,7,14.6,100369,480736
1515,152,5,346,7,20.9,100369,480736
1516,152,6,346,7,29.9,100369,480736
1517,152,7,346,7,42.7,100369,480736
1518,152,8,346,7,61.0,100369,480736
1519,152,9,346,7,87.4,100369,480736
1520,152,10,346,7,125.0,100369,480736
1521,153,1,909,5,5.0,351365,3358417
1522,153,2,909,5,7.1,351365,3358417
1523,153,3,909,5,10.2,351365,3358417
1524,153,4,909,5,14.6,351365,3358417
1525,153,5,909,5,20.9,351365,3358417
1526,153,6,909,5,29.9,351365,3358417
1527,153,7,909,5,42.7,351365,3358417
1528,153,8,909,5,61.0,351365,3358417
1529,153,9,909,5,87.4,351365,3358417
1530,153,10,909,5,125.0,351365,3358417
1531,154,1,518,7,5.0,713907,6816403
1532,154,2,518,7,7.1,713907,6816403
1533,154,3,518,7,10.2,713907,6816403
1534,154,4,518,7,14.6,713907,6816403
1535,154,5,518,7,20.9,713907,6816403
1536,154,6,518,7,29.9,713907,6816403
1537,154,7,518,7,42.7,713907,6816403
1538,154,8,518,7,61.0,713907,6816403
1539,154,9,518,7,87.4,713907,6816403
1540,154,10,518,7,125.0,713907,6816403
1541,155,1,611,3,5.0,406565,4495167
1542,155,2,611,3,7.1,406565,4495167
1543,155,3,611,3,10.2,406565,4495167
1544,155,4,611,3,14.6,406565,4495167
1545,155,5,611,3,20.9,406565,4495167
1546,155,6,611,3,29.9,406565,4495167
1547,155,7,611,3,42.7,406565,4495167
1548,155,8,611,3,61.0,406565,4495167
1549,155,9,611,3,87.4,406565,4495167
1550,155,10,611,3,125.0,406565,4495167
1551,156,1,985,8,5.0,870460,3389597
1552,156,2,985,8,7.1,870460,3389597
1553,156,3,985,8,10.2,870460,3389597
1554,156,4,985,8,14.6,870460,3389597
1555,156,5,985,8,20.9,870460,3389597
1556,156,6,985,8,29.9,870460,3389597
1557,156,7,985,8,42.7,870460,3389597
1558,156,8,985,8,61.0,870460,3389597
1559,156,9,985,8,87.4,870460,3389597
1560,156,10,985,8,125.0,870460,3389597
1561,157,1,462,8,5.0,1130029,2254688
1562,157,2,462,8,7.1,1130029,2254688
1563,157,3,462,8,10.2,1130029,2254688
1564,157,4,462,8,14.6,1130029,2254688
1565,157,5,462,8,20.9,1130029,2254688
1566,157,6,462,8,29.9,1130029,2254688
1567,157,7,462,8,42.7,1130029,2254688
1568,157,8,462,8,61.0,1130029,2254688
1569,157,9,462,8,87.4,1130029,2254688
1570,157,10,462,8,125.0,1130029,2254688
1571,158,1,920,3,5.0,571111,1262197
1572,158,2,920,3,7.1,571111,1262197
1573,158,3,920,3,10.2,571111,1262197
1574,158,4,920,3,14.6,571111,1262197
1575,158,5,920,3,20.9,571111,1262197
1576,158,6,920,3,29.9,571111,1262197
1577,158,7,920,3,42.7,571111,1262197
1578,158,8,920,3,61.0,571111,1262197
1579,158,9,920,3,87.4,571111,1262197
1580,158,10,920,3,125.0,571111,1262197
1581,159,1,875,3,5.0,284969,1642034
1582,159,2,875,3,7.1,284969,1642034
1583,159,3,875,3,10.2,284969,1642034
1584,159,4,875,3,14.6,284969,1642034
1585,159,5,875,3,20.9,284969,1642034
1586,159,6,875,3,29.9,284969,1642034
1587,159,7,875,3,42.7,284969,1642034
1588,159,8,875,3,61.0,284969,1642034
1589,159,9,875,3,87.4,284969,1642034
1590,159,10,875,3,125.0,284969,1642034
1591,160,1,624,3,5.0,680674,7660642
1592,160,2,624,3,7.1,680674,7660642
1593,160,3,624,3,10.2,680674,7660642
1594,160,4,624,3,14.6,680674,7660642
1595,160,5,624,3,20.9,680674,7660642
1596,160,6,624,3,29.9,680674,7660642
1597,160,7,624,3,42.7,680674,7660642
1598,160,8,624,3,61.0,680674,7660642
1599,160,9,624,3,87.4,680674,7660642
1600,160,10,624,3,125.0,680674,7660642
1601,161,1,685,4,5.0,779169,3347481
1602,161,2,685,4,7.1,779169,3347481
1603,161,3,685,4,10.2,779169,3347481
1604,161,4,685,4,14.6,779169,3347481
1605,161,5,685,4,20.9,779169,3347481
1606,161,6,685,4,29.9,779169,3347481
1607,161,7,685,4,42.7,779169,3347481
1608,161,8,685,4,61.0,779169,3347481
1609,161,9,685,4,87.4,779169,3347481
1610,161,10,685,4,125.0,779169,3347481
1611,162,1,915,3,5.0,68533,7042491
1612,162,2,915,3,7.1,68533,7042491
1613,162,3,915,3,10.2,68533,7042491
1614,162,4,915,3,14.6,68533,7042491
1615,162,5,915,3,20.9,68533,7042491
1616,162,6,915,3,29.9,68533,7042491
1617,162,7,915,3,42.7,68533,7042491
1618,162,8,915,3,61.0,68533,7042491
1619,162,9,915,3,87.4,68533,7042491
1620,162,10,915,3,125.0,68533,7042491
1621,163,1,168,7,5.0,599707,4109857
1622,163,2,168,7,7.1,599707,4109857
1623,163,3,168,7,10.2,599707,4109857
1624,163,4,168,7,14.6,599707,4109857
1625,163,5,168,7,20.9,599707,4109857
1626,163,6,168,7,29.9,599707,4109857
1627,163,7,168,7,42.7,599707,4109857
1628,163,8,168,7,61.0,599707,4109857
1629,163,9,168,7,87.4,599707,4109857
1630,163,10,168,7,125.0,599707,4109857
1631,164,1,851,5,5.0,272177,3577978
1632,164,2,851,5,7.1,272177,3577978
1633,164,3,851,5,10.2,272177,3577978
1634,164,4,851,5,14.6,272177,3577978
1635,164,5,851,5,20.9,272177,3577978
1636,164,6,851,5,29.9,272177,3577978
1637,164,7,851,5,42.7,272177,3577978
1638,164,8,851,5,61.0,272177,3577978
1639,164,9,851,5,87.4,272177,3577978
1640,164,10,851,5,125.0,272177,3577978
1641,165,1,764,7,5.0,907441,5095093
1642,165,2,764,7,7.1,907441,5095093
1643,165,3,764,7,10.2,907441,5095093
1644,165,4,764,7,14.6,907441,5095093
1645,165,5,764,7,20.9,907441,5095093
1646,165,6,764,7,29.9,907441,5095093
1647,165,7,764,7,42.7,907441,5095093
1648,165,8,764,7,61.0,907441,5095093
1649,165,9,764,7,87.4,907441,5095093
1650,165,10,764,7,125.0,907441,5095093
1651,166,1,713,5,5.0,970048,7440745
1652,166,2,713,5,7.1,970048,7440745
1653,166,3,713,5,10.2,970048,7440745
1654,166,4,713,5,14.6,970048,7440745
1655,166,5,713,5,20.9,970048,7440745
1656,166,6,713,5,29.9,970048,7440745
1657,166,7,713,5,42.7,970048,7440745
1658,166,8,713,5,61.0,970048,7440745
1659,166,9,713,5,87.4,970048,7440745
1660,166,10,713,5,125.0,970048,7440745
1661,167,1,126,6,5.0,1041769,851521
1662,167,2,126,6,7.1,1041769,851521
1663,167,3,126,6,10.2,1041769,851521
1664,167,4,126,6,14.6,1041769,851521
1665,167,5,126,6,20.9,1041769,851521
1666,167,6,126,6,29.9,1041769,851521
1667,167,7,126,6,42.7,1041769,851521
1668,167,8,126,6,61.0,1041769,851521
1669,167,9,126,6,87.4,1041769,851521
1670,167,10,126,6,125.0,1041769,851521
1671,168,1,75,4,5.0,667815,6648498
1672,168,2,75,4,7.1,667815,6648498
1673,168,3,75,4,10.2,667815,6648498
1674,168,4,75,4,14.6,667815,6648498
1675,168,5,75,4,20.9,667815,6648498
1676,168,6,75,4,29.9,667815,6648498
1677,168,7,75,4,42.7,667815,6648498
1678,168,8,75,4,61.0,667815,6648498
1679,168,9,75,4,87.4,667815,6648498
1680,168,10,75,4,125.0,667815,6648498
1681,169,1,548,5,5.0,473239,390126
1682,169,2,548,5,7.1,473239,390126
1683,169,3,548,5,10.2,473239,390126
1684,169,4,548,5,14.6,473239,390126
1685,169,5,548,5,20.9,473239,390126
1686,169,6,548,5,29.9,473239,390126
1687,169,7,548,5,42.7,473239,390126
1688,169,8,548,5,61.0,473239,390126
1689,169,9,548,5,87.4,473239,390126
1690,169,10,548,5,125.0,473239,390126
1691,170,1,310,3,5.0,1066981,2945118
1692,170,2,310,3,7.1,1066981,2945118
1693,170,3,310,3,10.2,1066981,2945118
1694,170,4,310,3,14.6,1066981,2945118
1695,170,5,310,3,20.9,1066981,2945118
1696,170,6,310,3,29.9,1066981,2945118
1697,170,7,310,3,42.7,1066981,2945118
1698,170,8,310,3,61.0,1066981,2945118
1699,170,9,310,3,87.4,1066981,2945118
1700,170,10,310,3,125.0,1066981,2945118
1701,171,1,780,3,5.0,820024,5229994
1702,171,2,780,3,7.1,820024,5229994
1703,171,3,780,3,10.2,820024,5229994
1704,171,4,780,3,14.6,820024,5229994
1705,171,5,780,3,20.9,820024,5229994
1706,171,6,780,3,29.9,820024,5229994
1707,171,7,780,3,42.7,820024,5229994
1708,171,8,780,3,61.0,820024,5229994
1709,171,9,780,3,87.4,820024,5229994
1710,171,10,780,3,125.0,820024,5229994
1711,172,1,254,3,5.0,881963,3516523
1712,172,2,254,3,7.1,881963,3516523
1713,172,3,254,3,10.2,881963,3516523
1714,172,4,254,3,14.6,881963,3516523
1715,172,5,254,3,20.9,881963,3516523
1716,172,6,254,3,29.9,881963,3516523
1717,172,7,254,3,42.7,881963,3516523
1718,172,8,254,3,61.0,881963,3516523
1719,172,9,254,3,87.4,881963,3516523
1720,172,10,254,3,125.0,881963,3516523
1721,173,1,54,7,5.0,643603,3716644
1722,173,2,54,7,7.1,643603,3716644
1723,173,3,54,7,10.2,643603,3716644
1724,173,4,54,7,14.6,643603,3716644
1725,173,5,54,7,20.9,643603,3716644
1726,173,6,54,7,29.9,643603,3716644
1727,173,7,54,7,42.7,643603,3716644
1728,173,8,54,7,61.0,643603,3716644
1729,173,9,54,7,87.4,643603,3716644
1730,173,10,54,7,125.0,643603,3716644
1731,174,1,69,3,5.0,78209,5252486
1732,174,2,69,3,7.1,78209,5252486
1733,174,3,69,3,10.2,78209,5252486
1734,174,4,69,3,14.6,78209,5252486
1735,174,5,69,3,20.9,78209,5252486
1736,174,6,69,3,29.9,78209,5252486
1737,174,7,69,3,42.7,78209,5252486
1738,174,8,69,3,61.0,78209,5252486
1739,174,9,69,3,87.4,78209,5252486
1740,174,10,69,3,125.0,78209,5252486
1741,175,1,800,5,5.0,1126653,2224583
1742,175,2,800,5,7.1,1126653,2224583
1743,175,3,800,5,10.2,1126653,2224583
1744,175,4,800,5,14.6,1126653,2224583
1745,175,5,800,5,20.9,1126653,2224583
1746,175,6,800,5,29.9,1126653,2224583
1747,175,7,800,5,42.7,1126653,2224583
1748,175,8,800,5,61.0,1126653,2224583
1749,175,9,800,5,87.4,1126653,2224583
1750,175,10,800,5,125.0,1126653,2224583
1751,176,1,970,6,5.0,495295,4276973
1752,176,2,970,6,7.1,495295,4276973
1753,176,3,970,6,10.2,495295,4276973
1754,176,4,970,6,14.6,495295,4276973
1755,176,5,970,6,20.9,495295,4276973
1756,176,6,970,6,29.9,495295,4276973
1757,176,7,970,6,42.7,495295,4276973
1758,176,8,970,6,61.0,495295,4276973
1759,176,9,970,6,87.4,495295,4276973
1760,176,10,970,6,125.0,495295,4276973
1761,177,1,231,5,5.0,1004855,6681273
1762,177,2,231,5,7.1,1004855,6681273
1763,177,3,231,5,10.2,1004855,6681273
1764,177,4,231,5,14.6,1004855,6681273
1765,177,5,231,5,20.9,1004855,6681273
1766,177,6,231,5,29.9,1004855,6681273
1767,177,7,231,5,42.7,1004855,6681273
1768,177,8,231,5,61.0,1004855,6681273
1769,177,9,231,5,87.4,1004855,6681273
1770,177,10,231,5,125.0,1004855,6681273
1771,178,1,147,5,5.0,253111,2951164
1772,178,2,147,5,7.1,253111,2951164
1773,178,3,147,5,10.2,253111,2951164
1774,178,4,147,5,14.6,253111,2951164
1775,178,5,147,5,20.9,253111,2951164
1776,178,6,147,5,29.9,253111,2951164
1777,178,7,147,5,42.7,253111,2951164
1778,178,8,147,5,61.0,253111,2951164
1779,178,9,147,5,87.4,253111,2951164
1780,178,10,147,5,125.0,253111,2951164
1781,179,1,508,7,5.0,977045,406031
1782,179,2,508,7,7.1,977045,406031
1783,179,3,508,7,10.2,977045,406031
1784,179,4,508,7,14.6,977045,406031
1785,179,5,508,7,20.9,977045,406031
1786,179,6,508,7,29.9,977045,406031
1787,179,7,508,7,42.7,977045,406031
1788,179,8,508,7,61.0,977045,406031
1789,179,9,508,7,87.4,977045,406031
1790,179,10,508,7,125.0,977045,406031
1791,180,1,46,2,5.0,862152,5853360
1792,180,2,46,2,7.1,862152,5853360
1793,180,3,46,2,10.2,862152,5853360
1794,180,4,46,2,14.6,862152,5853360
1795,180,5,46,2,20.9,862152,5853360
1796,180,6,46,2,29.9,862152,5853360
1797,180,7,46,2,42.7,862152,5853360
1798,180,8,46,2,61.0,862152,5853360
1799,180,9,46,2,87.4,862152,5853360
1800,180,10,46,2,125.0,862152,5853360
1801,181,1,535,5,5.0,577090,6729326
1802,181,2,535,5,7.1,577090,6729326
1803,181,3,535,5,10.2,577090,6729326
1804,181,4,535,5,14.6,577090,6729326
1805,181,5,535,5,20.9,577090,6729326
1806,181,6,535,5,29.9,577090,6729326
1807,181,7,535,5,42.7,577090,6729326
1808,181,8,535,5,61.0,577090,6729326
1809,181,9,535,5,87.4,577090,6729326
1810,181,10,535,5,125.0,577090,6729326
1811,182,1,736,4,5.0,514199,4710516
1812,182,2,736,4,7.1,514199,4710516
1813,182,3,736,4,10.2,514199,4710516
1814,182,4,736,4,14.6,514199,4710516
1815,182,5,736,4,20.9,514199,4710516
1816,182,6,736,4,29.9,514199,4710516
1817,182,7,736,4,42.7,514199,4710516
1818,182,8,736,4,61.0,514199,4710516
1819,182,9,736,4,87.4,514199,4710516
1820,182,10,736,4,125.0,514199,4710516
1821,183,1,374,7,5.0,1155673,6010507
1822,183,2,374,7,7.1,1155673,6010507
1823,183,3,374,7,10.2,1155673,6010507
1824,183,4,374,7,14.6,1155673,6010507
1825,183,5,374,7,20.9,1155673,6010507
1826,183,6,374,7,29.9,1155673,6010507
1827,183,7,374,7,42.7,1155673,6010507
1828,183,8,374,7,61.0,1155673,6010507
1829,183,9,374,7,87.4,1155673,6010507
1830,183,10,374,7,125.0,1155673,6010507
1831,184,1,364,4,5.0,200318,2192063
1832,184,2,364,4,7.1,200318,2192063
1833,184,3,364,4,10.2,200318,2192063
1834,184,4,364,4,14.6,200318,2192063
1835,184,5,364,4,20.9,200318,2192063
1836,184,6,364,4,29.9,200318,2192063
1837,184,7,364,4,42.7,200318,2192063
1838,184,8,364,4,61.0,200318,2192063
1839,184,9,364,4,87.4,200318,2192063
1840,184,10,364,4,125.0,200318,2192063
1841,185,1,571,6,5.0,1058443,3020113
1842,185,2,571,6,7.1,1058443,3020113
1843,185,3,571,6,10.2,1058443,3020113
1844,185,4,571,6,14.6,1058443,3020113
1845,185,5,571,6,20.9,1058443,3020113
1846,185,6,571,6,29.9,1058443,3020113
1847,185,7,571,6,42.7,1058443,3020113
1848,185,8,571,6,61.0,1058443,3020113
1849,185,9,571,6,87.4,1058443,3020113
1850,185,10,571,6,125.0,1058443,3020113
1851,186,1,411,7,5.0,179544,6266571
1852,186,2,411,7,7.1,179544,6266571
1853,186,3,411,7,10.2,179544,6266571
1854,186,4,411,7,14.6,179544,6266571
1855,186,5,411,7,20.9,179544,6266571
1856,186,6,411,7,29.9,179544,6266571
1857,186,7,411,7,42.7,179544,6266571
1858,186,8,411,7,61.0,179544,6266571
1859,186,9,411,7,87.4,179544,6266571
1860,186,10,411,7,125.0,179544,6266571
1861,187,1,94,5,5.0,324157,1923230
1862,187,2,94,5,7.1,324157,1923230
1863,187,3,94,5,10.2,324157,1923230
1864,187,4,94,5,14.6,324157,1923230
1865,187,5,94,5,20.9,324157,1923230
1866,187,6,94,5,29.9,324157,1923230
1867,187,7,94,5,42.7,324157,1923230
1868,187,8,94,5,61.0,324157,1923230
1869,187,9,94,5,87.4,324157,1923230
1870,187,10,94,5,125.0,324157,1923230
1871,188,1,174,3,5.0,434845,4955019
1872,188,2,174,3,7.1,434845,4955019
1873,188,3,174,3,10.2,434845,4955019
1874,188,4,174,3,14.6,434845,4955019
1875,188,5,174,3,20.9,434845,4955019
1876,188,6,174,3,29.9,434845,4955019
1877,188,7,174,3,42.7,434845,4955019
1878,188,8,174,3,61.0,434845,4955019
1879,188,9,174,3,87.4,434845,4955019
1880,188,10,174,3,125.0,434845,4955019
1881,189,1,517,2,5.0,532901,1432144
1882,189,2,517,2,7.1,532901,1432144
1883,189,3,517,2,10.2,532901,1432144
1884,189,4,517,2,14.6,532901,1432144
1885,189,5,517,2,20.9,532901,1432144
1886,189,6,517,2,29.9,532901,1432144
1887,189,7,517,2,42.7,532901,1432144
1888,189,8,517,2,61.0,532901,1432144
1889,189,9,517,2,87.4,532901,1432144
1890,189,10,517,2,125.0,532901,1432144
1891,190,1,996,8,5.0,366934,5387618
1892,190,2,996,8,7.1,366934,5387618
1893,190,3,996,8,10.2,366934,5387618
1894,190,4,996,8,14.6,366934,5387618
1895,190,5,996,8,20.9,366934,5387618
1896,190,6,996,8,29.9,366934,5387618
1897,190,7,996,8,42.7,366934,5387618
1898,190,8,996,8,61.0,366934,5387618
1899,190,9,996,8,87.4,366934,5387618
1900,190,10,996,8,125.0,366934,5387618
1901,191,1,187,2,5.0,843589,1052878
1902,191,2,187,2,7.1,843589,1052878
1903,191,3,187,2,10.2,843589,1052878
1904,191,4,187,2,14.6,843589,1052878
1905,191,5,187,2,20.9,843589,1052878
1906,191,6,187,2,29.9,843589,1052878
1907,191,7,187,2,42.7,843589,1052878
1908,191,8,187,2,61.0,843589,1052878
1909,191,9,187,2,87.4,843589,1052878
1910,191,10,187,2,125.0,843589,1052878
1911,192,1,732,3,5.0,173782,4804568
1912,192,2,732,3,7.1,173782,4804568
1913,192,3,732,3,10.2,173782,4804568
1914,192,4,732,3,14.6,173782,4804568
1915,192,5,732,3,20.9,173782,4804568
1916,192,6,732,3,29.9,173782,4804568
1917,192,7,732,3,42.7,173782,4804568
1918,192,8,732,3,61.0,173782,4804568
1919,192,9,732,3,87.4,173782,4804568
1920,192,10,732,3,125.0,173782,4804568
1921,193,1,191,6,5.0,698641,5345873
1922,193,2,191,6,7.1,698641,5345873
1923,193,3,191,6,10.2,698641,5345873
1924,193,4,191,6,14.6,698641,5345873
1925,193,5,191,6,20.9,698641,5345873
1926,193,6,191,6,29.9,698641,5345873
1927,193,7,191,6,42.7,698641,5345873
1928,193,8,191,6,61.0,698641,5345873
1929,193,9,191,6,87.4,698641,5345873
1930,193,10,191,6,125.0,698641,5345873
1931,194,1,178,4,5.0,488054,4844989
1932,194,2,178,4,7.1,488054,4844989
1933,194,3,178,4,10.2,488054,4844989
